Tipo de documento,Numero,Estado,Fecha,Titulo,ID PDF,Archivo,sha256,id_archivo,id_documento,URL,Seccion,Codigo,Nro,Anio,Organismo,Fecha acto
RESOLUCIÓN DE ASAMBLEA UNIVERSITARIA,RAU : 1 / 2026,Autorizado,20/05/2026,EXP 1501/2025. COMISIÓN REVISORA PERMANENTE DEL ESTATUTO. SU CONFORMACION,1,RAU_1_2026.pdf,,150546dd-ab68-462f-90b6-e893e458e2d6,5f317dfa-5057-4a8d-8cb1-31570b24b390,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/150546dd-ab68-462f-90b6-e893e458e2d6?id_archivo=150546dd-ab68-462f-90b6-e893e458e2d6&id_documento=5f317dfa-5057-4a8d-8cb1-31570b24b390,RESOLUCIONES ASAMBLEA UNIVERSITARIA,RAU,1,2026,UNLu,20/05/2026
RESOLUCIÓN DE ASAMBLEA UNIVERSITARIA,RAU : 1 / 2025,Autorizado,30/12/2025,EXP 1501/2025. DESIGNACION MIEMBROS DE LA PRESIDENCIA ASAMBLEA UNIVERSITARIA 2025-2027,2,RAU_1_2025.pdf,,6dfe24d9-ce56-4039-9948-459272303afe,96589965-0fea-444c-8aed-ab0a89a6c1c4,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/6dfe24d9-ce56-4039-9948-459272303afe?id_archivo=6dfe24d9-ce56-4039-9948-459272303afe&id_documento=96589965-0fea-444c-8aed-ab0a89a6c1c4,RESOLUCIONES ASAMBLEA UNIVERSITARIA,RAU,1,2025,UNLu,30/12/2025
ORDEN DE COMPRA DIAGUITA,OCDIAGUITA : 305 / 2025,Autorizado,30/12/2025,EXP_930_25_Ficha_orden_de_compra_305-2025,1,OCDIAGUITA_305_2025.pdf,,9699e399-f278-4b2e-bcb7-b02da71f9891,67309fd6-a524-4062-a079-d02d92595f5a,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/9699e399-f278-4b2e-bcb7-b02da71f9891?id_archivo=9699e399-f278-4b2e-bcb7-b02da71f9891&id_documento=67309fd6-a524-4062-a079-d02d92595f5a,ORDENES DE COMPRA,OCDIAGUITA,305,2025,UNLu,29/12/2025
ORDEN DE COMPRA DIAGUITA,OCDIAGUITA : 304 / 2025,Autorizado,29/12/2025,Exp_308_25_Ficha_orden_de_compra_304-2025,2,OCDIAGUITA_304_2025.pdf,,8e97e2e2-f6ed-463c-b479-ec1d1213745d,6b11bfe8-46e8-4ba0-94b5-3aefa6adef60,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/8e97e2e2-f6ed-463c-b479-ec1d1213745d?id_archivo=8e97e2e2-f6ed-463c-b479-ec1d1213745d&id_documento=6b11bfe8-46e8-4ba0-94b5-3aefa6adef60,ORDENES DE COMPRA,OCDIAGUITA,304,2025,UNLu,29/12/2025
ORDEN DE COMPRA DIAGUITA,OCDIAGUITA : 303 / 2025,Autorizado,29/12/2025,Exp_308_25_Ficha_orden_de_compra_303-2025,3,OCDIAGUITA_303_2025.pdf,,a6351122-5e09-479e-8d37-c9c4e940a200,d558686b-32f9-4423-924e-673de0fd5c82,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/a6351122-5e09-479e-8d37-c9c4e940a200?id_archivo=a6351122-5e09-479e-8d37-c9c4e940a200&id_documento=d558686b-32f9-4423-924e-673de0fd5c82,ORDENES DE COMPRA,OCDIAGUITA,303,2025,UNLu,29/12/2025
ORDEN DE COMPRA DIAGUITA,OCDIAGUITA : 302 / 2025,Autorizado,17/12/2025,EXP. 665/25 - ODC 302/25 - RUIZ NICOLAS URIEL MARCEL,4,OCDIAGUITA_302_2025.pdf,,e49e0d7c-2015-4b97-8514-c4460c965f1f,8ebd69fe-ef9a-4934-b201-61aa9cb7b176,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/e49e0d7c-2015-4b97-8514-c4460c965f1f?id_archivo=e49e0d7c-2015-4b97-8514-c4460c965f1f&id_documento=8ebd69fe-ef9a-4934-b201-61aa9cb7b176,ORDENES DE COMPRA,OCDIAGUITA,302,2025,UNLu,17/12/2025
ORDEN DE COMPRA DIAGUITA,OCDIAGUITA : 301 / 2025,Autorizado,17/12/2025,EXP. 665/25 - ODC 301/25 - LODICO MATIAS ORLANDO,5,OCDIAGUITA_301_2025.pdf,,1d2834e9-afe7-43f7-bde0-78496d91f182,730e3731-b9da-4df8-a828-232dacf06938,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/1d2834e9-afe7-43f7-bde0-78496d91f182?id_archivo=1d2834e9-afe7-43f7-bde0-78496d91f182&id_documento=730e3731-b9da-4df8-a828-232dacf06938,ORDENES DE COMPRA,OCDIAGUITA,301,2025,UNLu,17/12/2025
ORDEN DE COMPRA DIAGUITA,OCDIAGUITA : 300 / 2025,Autorizado,17/12/2025,EXP. 665/25 - ODC 300/25 - BENITEZ ANDREA VIVIANA,6,OCDIAGUITA_300_2025.pdf,,d8a29ec7-953d-4de5-9b2f-13eb8d1acb43,915860af-2d63-41cb-926c-259f96c77028,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/d8a29ec7-953d-4de5-9b2f-13eb8d1acb43?id_archivo=d8a29ec7-953d-4de5-9b2f-13eb8d1acb43&id_documento=915860af-2d63-41cb-926c-259f96c77028,ORDENES DE COMPRA,OCDIAGUITA,300,2025,UNLu,17/12/2025
ORDEN DE COMPRA DIAGUITA,OCDIAGUITA : 299 / 2025,Autorizado,17/12/2025,EXP. 665/25 - ODC 299/25 - SISTEMAS JUNIN,7,OCDIAGUITA_299_2025.pdf,,968a4db2-1f18-4007-b1a6-c76062439fac,612ca335-4893-4f09-8ddc-7de896e40441,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/968a4db2-1f18-4007-b1a6-c76062439fac?id_archivo=968a4db2-1f18-4007-b1a6-c76062439fac&id_documento=612ca335-4893-4f09-8ddc-7de896e40441,ORDENES DE COMPRA,OCDIAGUITA,299,2025,UNLu,17/12/2025
ORDEN DE COMPRA DIAGUITA,OCDIAGUITA : 298 / 2025,Autorizado,17/12/2025,EXP. 665/25 - ODC 297/25 - LIEFRINK Y MARX,8,OCDIAGUITA_298_2025.pdf,,99f975e3-af21-45f2-b458-0ce22989e958,3cd16f9c-5b2c-4cb6-b010-39220e4102c4,https://portal.unlu.edu.ar/sudocu/api/archivos/publico/99f975e3-af21-45f2-b458-0ce22989e958?id_archivo=99f975e3-af21-45f2-b458-0ce22989e958&id_documento=3cd16f9c-5b2c-4cb6-b010-39220e4102c4,ORDENES DE COMPRA,OCDIAGUITA,298,2025,UNLu,17/12/2025
